Age,Attrition Status,Business Travel Frequency,Department,Distance From Home (km),Education Level,Education Field,Environment Satisfaction,Gender,Job Involvement,Job Level,Job Role,Job Satisfaction,Marital Status,Monthly Income ($),Count Previous Companies,Works Overtime,Salary Hike (%),Relationship Satisfaction,Stock Option Level,Total Working Years,Training Times Last Year,Work-Life Balance,Years at Company,Years in Current Role,Years Since Last Promotion,Years with Current Manager,Age Group,Income Group,Distance Group,Companies Worked Group,Salary Hike Category,Experience Group,Training Frequency,Company Tenure Group,Role Tenure Group,Promotion Recency Group,Years With Current Manager Group
35,No,Rarely Travels,Research & Development,1,Bachelors,Medical,Medium,Male,Medium,Entry Level,Research Scientist,High,Single,2859,1,No,18,Low,No Stock,6,3,Good,6,4,0,4,26–35,Low (1k-5k),0-5,0–1,Medium (16–20%),6–10,Medium (2–3),6–10 yrs,3–5 yrs,Recent (<1yr),3–5 yrs
55,No,Rarely Travels,Sales,1,Associate,Life Sciences,Low,Male,High,Senior Level,Sales Executive,Very High,Married,10239,3,No,14,Very High,Level 1,24,4,Good,1,0,1,0,46–55,High (10k-15k),0-5,2–3,Low (11–15%),21–30,High (4–6),<3 yrs,<3 yrs,Recent (<1yr),<3 yrs
38,No,Never Travels,Research & Development,6,Bachelors,Medical,Medium,Female,Low,Mid Level,Research Scientist,Very High,Divorced,5329,7,Yes,12,Very High,Level 3,17,3,Good,13,11,1,9,36–45,Medium (5k-10k),6-10,6+,Low (11–15%),11–20,Medium (2–3),11–20 yrs,11–15 yrs,Recent (<1yr),6–10 yrs
34,No,Rarely Travels,Research & Development,1,Associate,Medical,Low,Male,High,Mid Level,Manufacturing Director,Medium,Married,4325,1,No,15,High,No Stock,5,2,Good,5,2,1,3,26–35,Low (1k-5k),0-5,0–1,Low (11–15%),0–5,Medium (2–3),3–5 yrs,<3 yrs,Recent (<1yr),3–5 yrs
56,No,Rarely Travels,Research & Development,7,Bachelors,Life Sciences,Very High,Male,Low,Senior Level,Manufacturing Director,Very High,Single,7260,4,No,11,Low,No Stock,37,3,Fair,6,4,0,2,56-60,Medium (5k-10k),6-10,4–5,Low (11–15%),31–40,Medium (2–3),6–10 yrs,3–5 yrs,Recent (<1yr),<3 yrs
23,No,Rarely Travels,Sales,2,High School,Technical Degree,High,Male,High,Entry Level,Sales Representative,Low,Divorced,2322,3,No,13,High,Level 1,3,3,Good,0,0,0,0,18–25,Low (1k-5k),0-5,2–3,Low (11–15%),0–5,Medium (2–3),<3 yrs,<3 yrs,Recent (<1yr),<3 yrs
51,No,Rarely Travels,Research & Development,9,Masters,Life Sciences,Very High,Male,High,Entry Level,Laboratory Technician,Very High,Married,2075,3,No,23,Medium,Level 2,10,4,Good,4,2,0,3,46–55,Low (1k-5k),6-10,2–3,High (21–25%),6–10,High (4–6),3–5 yrs,<3 yrs,Recent (<1yr),3–5 yrs
30,No,Rarely Travels,Research & Development,2,Bachelors,Life Sciences,High,Male,Medium,Mid Level,Healthcare Representative,Very High,Married,4152,1,No,19,Low,Level 3,11,3,Good,11,10,10,8,26–35,Low (1k-5k),0-5,0–1,Medium (16–20%),11–20,Medium (2–3),11–20 yrs,6–10 yrs,6–10 yrs,6–10 yrs
46,Yes,Rarely Travels,Sales,9,Associate,Medical,High,Male,Medium,Senior Level,Sales Executive,Very High,Single,9619,1,No,16,Very High,No Stock,9,3,Good,9,8,4,7,46–55,Medium (5k-10k),6-10,0–1,Medium (16–20%),6–10,Medium (2–3),6–10 yrs,6–10 yrs,4–5 yrs,6–10 yrs
40,No,Frequently Travels,Research & Development,1,Masters,Life Sciences,High,Male,Medium,Manager,Healthcare Representative,Medium,Married,13503,1,No,22,Very High,Level 1,22,3,Fair,22,3,11,11,36–45,High (10k-15k),0-5,0–1,High (21–25%),21–30,Medium (2–3),21+ yrs,3–5 yrs,11–15 yrs,11–15 yrs
51,No,Rarely Travels,Sales,21,Masters,Marketing,High,Male,High,Mid Level,Sales Executive,Very High,Single,5441,0,Yes,22,Very High,No Stock,11,2,Bad,10,7,1,0,46–55,Medium (5k-10k),21-30,0–1,High (21–25%),11–20,Medium (2–3),6–10 yrs,6–10 yrs,Recent (<1yr),<3 yrs
30,No,Rarely Travels,Sales,4,Associate,Medical,High,Female,Medium,Mid Level,Sales Executive,Medium,Divorced,5209,1,Yes,12,Medium,Level 3,11,4,Fair,11,8,2,7,26–35,Medium (5k-10k),0-5,0–1,Low (11–15%),11–20,High (4–6),11–20 yrs,6–10 yrs,1–3 yrs,6–10 yrs
46,No,Frequently Travels,Research & Development,1,Bachelors,Medical,High,Male,Medium,Senior Level,Healthcare Representative,Low,Married,10673,2,Yes,13,High,Level 1,21,5,Fair,10,9,9,5,46–55,High (10k-15k),0-5,2–3,Low (11–15%),21–30,High (4–6),6–10 yrs,6–10 yrs,6–10 yrs,3–5 yrs
32,No,Rarely Travels,Sales,6,Masters,Medical,Medium,Male,High,Mid Level,Sales Executive,High,Single,5010,1,No,16,Low,No Stock,12,0,Good,11,8,5,7,26–35,Medium (5k-10k),6-10,0–1,Medium (16–20%),11–20,Low (0–1),11–20 yrs,6–10 yrs,4–5 yrs,6–10 yrs
54,No,Rarely Travels,Research & Development,2,Masters,Technical Degree,Low,Female,High,Senior Level,Research Director,High,Married,13549,9,No,12,Low,Level 1,16,5,Bad,4,3,0,3,46–55,High (10k-15k),0-5,6+,Low (11–15%),11–20,High (4–6),3–5 yrs,3–5 yrs,Recent (<1yr),3–5 yrs
24,No,Rarely Travels,Sales,3,Associate,Other,Low,Female,High,Mid Level,Sales Executive,High,Married,4999,0,No,21,Low,Level 1,4,2,Fair,3,2,0,2,18–25,Low (1k-5k),0-5,0–1,High (21–25%),0–5,Medium (2–3),3–5 yrs,<3 yrs,Recent (<1yr),<3 yrs
28,No,Never Travels,Sales,4,Bachelors,Medical,Medium,Male,High,Mid Level,Sales Executive,High,Married,4221,1,No,15,Medium,No Stock,5,3,Best,5,4,0,4,26–35,Low (1k-5k),0-5,0–1,Low (11–15%),0–5,Medium (2–3),3–5 yrs,3–5 yrs,Recent (<1yr),3–5 yrs
58,No,Rarely Travels,Sales,10,Masters,Medical,Very High,Male,High,Manager,Sales Executive,High,Single,13872,0,No,13,High,No Stock,38,1,Fair,37,10,1,8,56-60,High (10k-15k),6-10,0–1,Low (11–15%),31–40,Low (0–1),21+ yrs,6–10 yrs,Recent (<1yr),6–10 yrs
44,No,Never Travels,Research & Development,23,Bachelors,Medical,Medium,Male,High,Mid Level,Laboratory Technician,Medium,Married,2042,4,No,12,High,Level 1,17,3,Best,3,2,1,2,36–45,Low (1k-5k),21-30,4–5,Low (11–15%),11–20,Medium (2–3),3–5 yrs,<3 yrs,Recent (<1yr),<3 yrs
37,Yes,Rarely Travels,Human Resources,6,Masters,Human Resources,High,Male,High,Entry Level,Human Resources,Low,Divorced,2073,4,Yes,22,Very High,No Stock,7,3,Good,3,2,0,2,36–45,Low (1k-5k),6-10,4–5,High (21–25%),6–10,Medium (2–3),3–5 yrs,<3 yrs,Recent (<1yr),<3 yrs
32,No,Rarely Travels,Research & Development,1,High School,Life Sciences,Very High,Male,High,Entry Level,Research Scientist,Low,Single,2956,1,No,13,Very High,No Stock,1,2,Good,1,0,0,0,26–35,Low (1k-5k),0-5,0–1,Low (11–15%),0–5,Medium (2–3),<3 yrs,<3 yrs,Recent (<1yr),<3 yrs
20,Yes,Frequently Travels,Research & Development,6,Bachelors,Life Sciences,Very High,Female,Medium,Entry Level,Laboratory Technician,Very High,Single,2926,1,Yes,18,Medium,No Stock,1,5,Good,1,0,1,0,18–25,Low (1k-5k),6-10,0–1,Medium (16–20%),0–5,High (4–6),<3 yrs,<3 yrs,Recent (<1yr),<3 yrs
34,No,Rarely Travels,Research & Development,6,Masters,Other,Low,Female,High,Mid Level,Research Scientist,High,Single,4809,1,No,14,High,No Stock,16,3,Good,16,13,2,10,26–35,Low (1k-5k),6-10,0–1,Low (11–15%),11–20,Medium (2–3),11–20 yrs,11–15 yrs,1–3 yrs,6–10 yrs
37,No,Never Travels,Research & Development,2,Associate,Life Sciences,High,Male,Medium,Mid Level,Healthcare Representative,Very High,Divorced,5163,5,No,14,Very High,Level 1,17,2,Best,1,0,0,0,36–45,Medium (5k-10k),0-5,4–5,Low (11–15%),11–20,Medium (2–3),<3 yrs,<3 yrs,Recent (<1yr),<3 yrs
59,No,Never Travels,Human Resources,2,Masters,Human Resources,High,Female,Medium,Executive,Manager,Very High,Married,18844,9,No,21,Very High,Level 1,30,3,Good,3,2,2,2,56-60,Very High (15k-20K),0-5,6+,High (21–25%),21–30,Medium (2–3),3–5 yrs,<3 yrs,1–3 yrs,<3 yrs
50,No,Frequently Travels,Research & Development,1,Bachelors,Life Sciences,Low,Female,High,Executive,Research Director,Medium,Married,18172,3,Yes,19,Low,No Stock,28,1,Fair,8,3,0,7,46–55,Very High (15k-20K),0-5,2–3,Medium (16–20%),21–30,Low (0–1),6–10 yrs,3–5 yrs,Recent (<1yr),6–10 yrs
25,Yes,Rarely Travels,Sales,5,Bachelors,Marketing,High,Male,Medium,Mid Level,Sales Executive,High,Single,5744,1,Yes,11,Very High,No Stock,6,1,Good,6,4,0,3,18–25,Medium (5k-10k),0-5,0–1,Low (11–15%),6–10,Low (0–1),6–10 yrs,3–5 yrs,Recent (<1yr),3–5 yrs
25,No,Rarely Travels,Research & Development,7,High School,Medical,Very High,Male,Medium,Entry Level,Research Scientist,Very High,Married,2889,1,No,11,High,Level 2,2,2,Good,2,2,2,1,18–25,Low (1k-5k),6-10,0–1,Low (11–15%),0–5,Medium (2–3),<3 yrs,<3 yrs,1–3 yrs,<3 yrs
22,No,Rarely Travels,Research & Development,15,Bachelors,Medical,Medium,Female,High,Entry Level,Laboratory Technician,Very High,Single,2871,1,No,15,High,No Stock,1,5,Good,0,0,0,0,18–25,Low (1k-5k),11-20,0–1,Low (11–15%),0–5,High (4–6),<3 yrs,<3 yrs,Recent (<1yr),<3 yrs
51,No,Frequently Travels,Research & Development,1,Masters,Medical,Low,Female,Medium,Senior Level,Healthcare Representative,Low,Single,7484,3,No,20,High,No Stock,23,1,Fair,13,12,12,8,46–55,Medium (5k-10k),0-5,2–3,Medium (16–20%),21–30,Low (0–1),11–20 yrs,11–15 yrs,11–15 yrs,6–10 yrs
34,Yes,Frequently Travels,Research & Development,7,Bachelors,Life Sciences,Low,Male,Low,Mid Level,Laboratory Technician,High,Single,6074,1,Yes,24,Very High,No Stock,9,3,Good,9,7,0,6,26–35,Medium (5k-10k),6-10,0–1,High (21–25%),6–10,Medium (2–3),6–10 yrs,6–10 yrs,Recent (<1yr),6–10 yrs
54,No,Never Travels,Human Resources,26,Bachelors,Human Resources,Very High,Female,Very High,Manager,Manager,Very High,Single,17328,2,Yes,12,High,No Stock,23,3,Good,5,3,4,4,46–55,Very High (15k-20K),21-30,2–3,Low (11–15%),21–30,Medium (2–3),3–5 yrs,3–5 yrs,4–5 yrs,3–5 yrs
24,No,Rarely Travels,Research & Development,18,High School,Life Sciences,Medium,Male,High,Entry Level,Laboratory Technician,High,Married,2774,0,No,12,High,Level 1,6,2,Good,5,3,1,2,18–25,Low (1k-5k),11-20,0–1,Low (11–15%),6–10,Medium (2–3),3–5 yrs,3–5 yrs,Recent (<1yr),<3 yrs
34,No,Rarely Travels,Research & Development,6,Masters,Life Sciences,High,Female,Medium,Mid Level,Research Scientist,Medium,Divorced,4505,6,No,15,High,Level 1,12,3,Good,1,0,0,0,26–35,Low (1k-5k),6-10,6+,Low (11–15%),11–20,Medium (2–3),<3 yrs,<3 yrs,Recent (<1yr),<3 yrs
37,No,Rarely Travels,Sales,3,Bachelors,Life Sciences,High,Male,High,Senior Level,Sales Executive,Very High,Single,7428,2,No,12,Low,No Stock,12,3,Good,5,3,1,3,36–45,Medium (5k-10k),0-5,2–3,Low (11–15%),11–20,Medium (2–3),3–5 yrs,3–5 yrs,Recent (<1yr),3–5 yrs
34,No,Rarely Travels,Research & Development,5,Bachelors,Medical,High,Female,Medium,Senior Level,Manager,Low,Single,11631,2,No,12,Very High,No Stock,14,6,Good,11,10,5,8,26–35,High (10k-15k),0-5,2–3,Low (11–15%),11–20,High (4–6),11–20 yrs,6–10 yrs,4–5 yrs,6–10 yrs
36,No,Frequently Travels,Sales,11,Associate,Technical Degree,Medium,Female,High,Senior Level,Sales Executive,Very High,Married,9738,0,No,14,High,Level 1,10,6,Good,9,7,2,8,36–45,Medium (5k-10k),11-20,0–1,Low (11–15%),6–10,High (4–6),6–10 yrs,6–10 yrs,1–3 yrs,6–10 yrs
36,No,Rarely Travels,Research & Development,3,Associate,Life Sciences,Low,Female,High,Entry Level,Laboratory Technician,Very High,Divorced,2835,5,No,22,Low,Level 1,7,2,Good,1,0,0,0,36–45,Low (1k-5k),0-5,4–5,High (21–25%),6–10,Medium (2–3),<3 yrs,<3 yrs,Recent (<1yr),<3 yrs
43,No,Frequently Travels,Sales,26,Associate,Life Sciences,High,Male,High,Manager,Manager,Very High,Married,16959,1,Yes,12,Very High,Level 2,25,3,Best,25,12,4,12,36–45,Very High (15k-20K),21-30,0–1,Low (11–15%),21–30,Medium (2–3),21+ yrs,11–15 yrs,4–5 yrs,11–15 yrs
30,No,Frequently Travels,Research & Development,23,Bachelors,Life Sciences,Low,Male,Low,Entry Level,Research Scientist,High,Divorced,2613,1,No,25,High,Level 3,10,2,Fair,10,7,0,9,26–35,Low (1k-5k),21-30,0–1,High (21–25%),6–10,Medium (2–3),6–10 yrs,6–10 yrs,Recent (<1yr),6–10 yrs
33,No,Never Travels,Sales,22,Associate,Marketing,High,Male,High,Mid Level,Sales Executive,Medium,Married,6146,0,No,13,Low,Level 1,8,2,Best,7,7,0,7,26–35,Medium (5k-10k),21-30,0–1,Low (11–15%),6–10,Medium (2–3),6–10 yrs,6–10 yrs,Recent (<1yr),6–10 yrs
56,Yes,Rarely Travels,Research & Development,14,Masters,Life Sciences,Medium,Female,High,Entry Level,Research Scientist,Medium,Married,4963,9,Yes,18,Low,Level 3,7,2,Good,5,4,4,3,56-60,Low (1k-5k),11-20,6+,Medium (16–20%),6–10,Medium (2–3),3–5 yrs,3–5 yrs,4–5 yrs,3–5 yrs
51,No,Rarely Travels,Research & Development,6,Bachelors,Life Sciences,Low,Male,High,Executive,Research Director,High,Single,19537,7,No,13,High,No Stock,23,5,Good,20,18,15,15,46–55,Very High (15k-20K),6-10,6+,Low (11–15%),21–30,High (4–6),11–20 yrs,16–18 yrs,11–15 yrs,11–15 yrs
31,Yes,Rarely Travels,Sales,6,Masters,Life Sciences,Medium,Male,Low,Mid Level,Sales Executive,High,Married,6172,4,Yes,18,Medium,No Stock,12,3,Fair,7,7,7,7,26–35,Medium (5k-10k),6-10,4–5,Medium (16–20%),11–20,Medium (2–3),6–10 yrs,6–10 yrs,6–10 yrs,6–10 yrs
26,No,Rarely Travels,Research & Development,6,Bachelors,Other,High,Female,Medium,Entry Level,Research Scientist,Medium,Married,2368,1,No,19,High,No Stock,5,3,Fair,5,4,4,3,26–35,Low (1k-5k),6-10,0–1,Medium (16–20%),0–5,Medium (2–3),3–5 yrs,3–5 yrs,4–5 yrs,3–5 yrs
58,Yes,Rarely Travels,Research & Development,23,Masters,Medical,Very High,Female,High,Senior Level,Healthcare Representative,Very High,Married,10312,1,No,12,Very High,Level 1,40,3,Fair,40,10,15,6,56-60,High (10k-15k),21-30,0–1,Low (11–15%),31–40,Medium (2–3),21+ yrs,6–10 yrs,11–15 yrs,6–10 yrs
19,Yes,Rarely Travels,Sales,22,High School,Marketing,Very High,Male,High,Entry Level,Sales Representative,High,Single,1675,1,Yes,19,Very High,No Stock,0,2,Fair,0,0,0,0,18–25,Low (1k-5k),21-30,0–1,Medium (16–20%),0–5,Medium (2–3),<3 yrs,<3 yrs,Recent (<1yr),<3 yrs
22,No,Rarely Travels,Research & Development,2,High School,Technical Degree,High,Male,High,Entry Level,Laboratory Technician,Very High,Married,2523,0,No,14,High,Level 1,3,2,Good,2,1,2,1,18–25,Low (1k-5k),0-5,0–1,Low (11–15%),0–5,Medium (2–3),<3 yrs,<3 yrs,1–3 yrs,<3 yrs
49,No,Rarely Travels,Research & Development,20,Masters,Medical,High,Female,High,Mid Level,Manufacturing Director,Low,Married,6567,1,No,14,High,No Stock,16,2,Fair,15,11,5,11,46–55,Medium (5k-10k),11-20,0–1,Low (11–15%),11–20,Medium (2–3),11–20 yrs,11–15 yrs,4–5 yrs,11–15 yrs
43,No,Frequently Travels,Research & Development,28,Bachelors,Medical,Medium,Female,Very High,Entry Level,Research Scientist,High,Single,4739,4,No,12,Very High,No Stock,18,2,Good,3,2,1,2,36–45,Low (1k-5k),21-30,4–5,Low (11–15%),11–20,Medium (2–3),3–5 yrs,<3 yrs,Recent (<1yr),<3 yrs
50,No,Frequently Travels,Sales,12,Bachelors,Marketing,High,Female,High,Senior Level,Sales Executive,Very High,Single,9208,4,No,11,Very High,No Stock,16,3,Good,2,2,2,1,46–55,Medium (5k-10k),11-20,4–5,Low (11–15%),11–20,Medium (2–3),<3 yrs,<3 yrs,1–3 yrs,<3 yrs
31,Yes,Rarely Travels,Sales,20,Bachelors,Life Sciences,Medium,Female,Low,Mid Level,Sales Executive,High,Married,4559,3,Yes,11,High,Level 1,4,2,Good,2,2,2,2,26–35,Low (1k-5k),11-20,2–3,Low (11–15%),0–5,Medium (2–3),<3 yrs,<3 yrs,1–3 yrs,<3 yrs
41,No,Rarely Travels,Sales,9,High School,Life Sciences,High,Male,High,Senior Level,Sales Executive,High,Divorced,8189,3,Yes,13,High,Level 1,12,2,Good,9,7,0,7,36–45,Medium (5k-10k),6-10,2–3,Low (11–15%),11–20,Medium (2–3),6–10 yrs,6–10 yrs,Recent (<1yr),6–10 yrs
26,No,Rarely Travels,Human Resources,25,High School,Life Sciences,High,Female,High,Entry Level,Human Resources,High,Married,2942,1,No,23,Very High,Level 1,8,3,Good,8,7,5,7,26–35,Low (1k-5k),21-30,0–1,High (21–25%),6–10,Medium (2–3),6–10 yrs,6–10 yrs,4–5 yrs,6–10 yrs
36,No,Rarely Travels,Research & Development,6,Associate,Medical,Medium,Male,High,Mid Level,Manufacturing Director,Medium,Divorced,4941,6,No,20,Very High,Level 2,7,0,Good,3,2,0,1,36–45,Low (1k-5k),6-10,6+,Medium (16–20%),6–10,Low (0–1),3–5 yrs,<3 yrs,Recent (<1yr),<3 yrs
51,Yes,Frequently Travels,Research & Development,8,Masters,Life Sciences,Low,Male,Low,Senior Level,Manufacturing Director,Very High,Single,10650,2,No,15,Very High,No Stock,18,2,Good,4,2,0,3,46–55,High (10k-15k),6-10,2–3,Low (11–15%),11–20,Medium (2–3),3–5 yrs,<3 yrs,Recent (<1yr),3–5 yrs
39,No,Rarely Travels,Sales,4,Masters,Life Sciences,Very High,Female,Medium,Mid Level,Sales Executive,High,Married,5902,4,No,14,High,Level 1,17,1,Best,15,11,5,9,36–45,Medium (5k-10k),0-5,4–5,Low (11–15%),11–20,Low (0–1),11–20 yrs,11–15 yrs,4–5 yrs,6–10 yrs
25,No,Rarely Travels,Sales,28,Bachelors,Life Sciences,Low,Male,Medium,Mid Level,Sales Executive,High,Married,8639,2,No,18,Very High,No Stock,6,3,Good,2,2,2,2,18–25,Medium (5k-10k),21-30,2–3,Medium (16–20%),6–10,Medium (2–3),<3 yrs,<3 yrs,1–3 yrs,<3 yrs
30,No,Rarely Travels,Human Resources,9,Bachelors,Human Resources,High,Male,High,Mid Level,Human Resources,Very High,Married,6347,0,Yes,19,Very High,No Stock,12,2,Bad,11,9,4,7,26–35,Medium (5k-10k),6-10,0–1,Medium (16–20%),11–20,Medium (2–3),11–20 yrs,6–10 yrs,4–5 yrs,6–10 yrs
32,Yes,Rarely Travels,Research & Development,9,Bachelors,Medical,Low,Female,High,Entry Level,Laboratory Technician,Low,Single,4200,7,No,22,Low,No Stock,10,2,Best,5,4,0,4,26–35,Low (1k-5k),6-10,6+,High (21–25%),6–10,Medium (2–3),3–5 yrs,3–5 yrs,Recent (<1yr),3–5 yrs
45,No,Rarely Travels,Research & Development,29,Bachelors,Medical,High,Male,High,Entry Level,Research Scientist,Very High,Single,3452,5,No,13,Medium,No Stock,9,2,Fair,6,5,0,3,36–45,Low (1k-5k),21-30,4–5,Low (11–15%),6–10,Medium (2–3),6–10 yrs,3–5 yrs,Recent (<1yr),3–5 yrs
38,No,Rarely Travels,Research & Development,3,Doctorate,Technical Degree,Very High,Female,High,Mid Level,Research Scientist,High,Single,4317,3,Yes,20,Medium,No Stock,19,2,Good,3,2,2,2,36–45,Low (1k-5k),0-5,2–3,Medium (16–20%),11–20,Medium (2–3),3–5 yrs,<3 yrs,1–3 yrs,<3 yrs
30,No,Rarely Travels,Research & Development,18,Bachelors,Life Sciences,Low,Female,High,Entry Level,Research Scientist,High,Single,2632,1,No,14,High,No Stock,5,4,Fair,5,4,0,4,26–35,Low (1k-5k),11-20,0–1,Low (11–15%),0–5,High (4–6),3–5 yrs,3–5 yrs,Recent (<1yr),3–5 yrs
32,No,Frequently Travels,Sales,9,Associate,Medical,Very High,Male,Low,Mid Level,Sales Executive,Very High,Divorced,4668,0,No,17,Very High,Level 3,9,2,Best,8,7,0,7,26–35,Low (1k-5k),6-10,0–1,Medium (16–20%),6–10,Medium (2–3),6–10 yrs,6–10 yrs,Recent (<1yr),6–10 yrs
30,No,Rarely Travels,Research & Development,5,Bachelors,Technical Degree,Very High,Female,High,Entry Level,Research Scientist,Low,Divorced,3204,5,No,14,Very High,Level 1,8,3,Good,3,2,2,2,26–35,Low (1k-5k),0-5,4–5,Low (11–15%),6–10,Medium (2–3),3–5 yrs,<3 yrs,1–3 yrs,<3 yrs
30,No,Rarely Travels,Research & Development,2,High School,Medical,Medium,Male,Medium,Entry Level,Laboratory Technician,Very High,Single,2720,0,No,13,Very High,No Stock,6,3,Good,5,3,1,2,26–35,Low (1k-5k),0-5,0–1,Low (11–15%),6–10,Medium (2–3),3–5 yrs,3–5 yrs,Recent (<1yr),<3 yrs
41,No,Frequently Travels,Research & Development,10,Bachelors,Life Sciences,Very High,Male,Medium,Manager,Manager,Low,Divorced,17181,4,No,13,Medium,Level 1,21,2,Fair,7,6,7,7,36–45,Very High (15k-20K),6-10,4–5,Low (11–15%),21–30,Medium (2–3),6–10 yrs,6–10 yrs,6–10 yrs,6–10 yrs
41,No,Rarely Travels,Research & Development,9,Masters,Life Sciences,High,Male,High,Entry Level,Laboratory Technician,Low,Married,2238,2,No,21,Very High,Level 1,7,2,Good,5,0,1,4,36–45,Low (1k-5k),6-10,2–3,High (21–25%),6–10,Medium (2–3),3–5 yrs,<3 yrs,Recent (<1yr),3–5 yrs
19,No,Rarely Travels,Research & Development,3,High School,Medical,Medium,Female,High,Entry Level,Laboratory Technician,Medium,Single,1483,1,No,14,Very High,No Stock,1,3,Good,1,0,0,0,18–25,Low (1k-5k),0-5,0–1,Low (11–15%),0–5,Medium (2–3),<3 yrs,<3 yrs,Recent (<1yr),<3 yrs
40,No,Frequently Travels,Research & Development,26,Bachelors,Medical,Medium,Female,High,Mid Level,Research Scientist,Medium,Divorced,5605,1,No,11,Low,Level 1,20,2,Good,20,7,2,13,36–45,Medium (5k-10k),21-30,0–1,Low (11–15%),11–20,Medium (2–3),11–20 yrs,6–10 yrs,1–3 yrs,11–15 yrs
35,No,Rarely Travels,Sales,1,Doctorate,Marketing,High,Male,High,Senior Level,Sales Executive,Medium,Married,7295,1,No,13,Low,Level 2,10,3,Good,10,8,0,6,26–35,Medium (5k-10k),0-5,0–1,Low (11–15%),6–10,Medium (2–3),6–10 yrs,6–10 yrs,Recent (<1yr),6–10 yrs
53,No,Rarely Travels,Sales,6,Associate,Marketing,Medium,Male,High,Mid Level,Sales Representative,High,Married,2306,2,Yes,20,Very High,Level 1,13,3,Bad,7,7,4,5,46–55,Low (1k-5k),6-10,2–3,Medium (16–20%),11–20,Medium (2–3),6–10 yrs,6–10 yrs,4–5 yrs,3–5 yrs
45,No,Rarely Travels,Research & Development,9,Bachelors,Life Sciences,Medium,Male,High,Mid Level,Laboratory Technician,Medium,Divorced,2348,8,No,18,High,Level 1,20,2,Bad,17,9,0,15,36–45,Low (1k-5k),6-10,6+,Medium (16–20%),11–20,Medium (2–3),11–20 yrs,6–10 yrs,Recent (<1yr),11–15 yrs
32,No,Frequently Travels,Sales,8,Bachelors,Marketing,Medium,Female,High,Senior Level,Sales Executive,Very High,Single,8998,1,No,14,Very High,No Stock,9,2,Good,9,8,3,7,26–35,Medium (5k-10k),6-10,0–1,Low (11–15%),6–10,Medium (2–3),6–10 yrs,6–10 yrs,1–3 yrs,6–10 yrs
29,No,Never Travels,Research & Development,1,High School,Technical Degree,Very High,Male,High,Mid Level,Manufacturing Director,High,Married,4319,1,No,13,Low,Level 1,10,1,Good,10,7,0,9,26–35,Low (1k-5k),0-5,0–1,Low (11–15%),6–10,Low (0–1),6–10 yrs,6–10 yrs,Recent (<1yr),6–10 yrs
